row_id,detected
id_11434,class_7
id_11435,class_3
id_11437,class_3
id_11439,class_7
id_11441,class_3
id_11443,class_3
id_11445,class_7
id_11448,class_3
id_11449,class_7
id_1145,class_3
id_11450,class_3
id_11451,class_3
id_11458,class_7
id_11459,class_3
id_11464,class_3
id_11466,class_3
id_1147,class_3
id_11471,class_6
id_11474,class_6
id_11479,class_7
id_11480,class_3
id_11481,class_3
id_11483,class_3
id_11484,class_7
id_11490,class_3
id_11491,class_3
id_11492,class_2
id_11500,class_7
id_11501,class_7
id_1151,class_3
id_11510,class_3
id_11511,class_7
id_11517,class_3
id_11519,class_3
id_11521,class_5
id_11524,class_3
id_11525,class_5
id_11526,class_3
id_11527,class_3
id_11529,class_7
id_11531,class_3
id_11536,class_7
id_11537,class_7
id_11538,class_3
id_1154,class_3
id_11540,class_3
id_11545,class_7
id_1155,class_5
id_11550,class_3
id_11552,class_3
id_11553,class_3
id_11554,class_3
id_11555,class_5
id_11556,class_5
id_11558,class_7
id_11559,class_3
id_11561,class_3
id_11562,class_3
id_11565,class_2
id_11566,class_7
id_1157,class_7
id_11573,class_7
id_11576,class_3
id_11578,class_3
id_11581,class_3
id_11582,class_3
id_11587,class_3
id_11588,class_3
id_11596,class_3
id_11598,class_3
id_11600,class_7
id_11601,class_7
id_11603,class_3
id_11604,class_3
id_11605,class_7
id_11607,class_6
id_1161,class_3
id_11612,class_3
id_11613,class_6
id_11616,class_3
id_11618,class_6
id_1162,class_3
id_11620,class_3
id_11621,class_3
id_11624,class_3
id_11628,class_5
id_1163,class_7
id_11633,class_3
id_11637,class_3
id_11638,class_3
id_11640,class_3
id_11643,class_3
id_11646,class_7
id_11647,class_6
id_1165,class_3
id_11650,class_3
id_11651,class_3
id_11652,class_7
id_11653,class_7
id_11655,class_3
id_11656,class_3
id_11658,class_3
id_11659,class_7
id_11662,class_3
id_11665,class_3
id_11667,class_3
id_11668,class_3
id_11672,class_3
id_11674,class_3
id_11679,class_7
id_1168,class_3
id_11682,class_5
id_11684,class_6
id_11685,class_3
id_11686,class_3
id_11688,class_3
id_11689,class_6
id_1169,class_3
id_11694,class_3
id_11695,class_3
id_11697,class_7
id_11698,class_3
id_1170,class_3
id_11700,class_5
id_11701,class_3
id_11704,class_3
id_1171,class_7
id_11710,class_5
id_11711,class_7
id_11712,class_3
id_11715,class_3
id_11717,class_3
id_11723,class_3
id_11725,class_3
id_11727,class_3
id_11730,class_3
id_11734,class_3
id_11737,class_7
id_11739,class_5
id_11740,class_3
id_11741,class_3
id_11743,class_7
id_11744,class_5
id_11746,class_3
id_11748,class_4
id_11752,class_3
id_11754,class_3
id_11756,class_3
id_11761,class_3
id_11765,class_4
id_11769,class_4
id_11771,class_7
id_11772,class_3
id_11773,class_5
id_11780,class_7
id_11781,class_7
id_11782,class_3
id_11783,class_3
id_11784,class_7
id_11786,class_3
id_11787,class_3
id_11788,class_3
id_11790,class_6
id_11792,class_3
id_11798,class_3
id_118,class_7
id_11802,class_7
id_11804,class_3
id_11807,class_3
id_11808,class_3
id_11809,class_7
id_11812,class_3
id_11813,class_5
id_11815,class_3
id_11816,class_3
id_1182,class_3
id_11826,class_3
id_11829,class_5
id_11830,class_7
id_11836,class_7
id_11837,class_6
id_11839,class_3
id_11841,class_3
id_11843,class_3
id_11844,class_3
id_11846,class_7
id_11847,class_7
id_11850,class_12
id_11851,class_7
id_11853,class_7
id_11855,class_3
id_11857,class_3
id_11858,class_3
id_11859,class_7
id_11861,class_5
id_11864,class_6
id_11866,class_3
id_11867,class_3
id_11869,class_5
id_11870,class_3
id_11871,class_3
id_11874,class_3
id_11875,class_7
id_11876,class_3
id_11879,class_7
id_11880,class_7
id_11882,class_5
id_11886,class_3
id_11891,class_4
id_11892,class_7
id_11893,class_3
id_11894,class_3
id_11896,class_3
id_11907,class_3
id_11908,class_3
id_11909,class_3
id_11911,class_6
id_11913,class_3
id_11915,class_3
id_11916,class_3
id_1192,class_5
id_11920,class_3
id_11926,class_7
id_11927,class_4
id_11928,class_3
id_11929,class_3
id_11930,class_3
id_11936,class_3
id_11937,class_3
id_11938,class_3
id_11939,class_7
id_11943,class_3
id_11945,class_3
id_11948,class_6
id_1195,class_5
id_11950,class_3
id_11951,class_12
id_11952,class_3
id_11957,class_3
id_11962,class_3
id_11965,class_3
id_11967,class_4
id_11979,class_3
id_1198,class_3
id_11981,class_3
id_11987,class_3
id_1199,class_3
id_11990,class_3
id_11993,class_7
id_11994,class_3
id_11998,class_3
id_12,class_7
id_120,class_2
id_12000,class_3
id_12002,class_3
id_12004,class_3
id_12007,class_7
id_12008,class_7
id_12010,class_3
id_12014,class_3
id_1202,class_3
id_12022,class_3
id_12027,class_3
id_1203,class_3
id_12031,class_7
id_12034,class_3
id_12037,class_5
id_12038,class_4
id_12039,class_7
id_12041,class_3
id_12042,class_3
id_12045,class_3
id_1205,class_3
id_12050,class_3
id_12054,class_3
id_12055,class_3
id_12059,class_3
id_12061,class_7
id_12066,class_3
id_12067,class_3
id_12072,class_5
id_12075,class_3
id_12076,class_3
id_12078,class_3
id_12082,class_7
id_12085,class_7
id_12086,class_3
id_12089,class_7
id_12093,class_3
id_12094,class_3
id_12096,class_5
id_121,class_3
id_12100,class_3
id_12104,class_3
id_12108,class_5
id_12111,class_3
id_12112,class_3
id_12113,class_3
id_12116,class_5
id_12118,class_5
id_1212,class_4
id_12121,class_3
id_12123,class_3
id_12124,class_5
id_12127,class_3
id_12129,class_3
id_12131,class_3
id_12133,class_5
id_12135,class_3
id_12138,class_7
id_12139,class_3
id_1214,class_3
id_12141,class_7
id_12145,class_7
id_12146,class_5
id_12147,class_7
id_1215,class_3
id_12152,class_6
id_12153,class_3
id_12154,class_6
id_12155,class_2
id_12156,class_5
id_12157,class_7
id_12163,class_7
id_12166,class_7
id_12170,class_3
id_12172,class_3
id_12176,class_5
id_12178,class_3
id_12179,class_6
id_1218,class_3
id_12180,class_3
id_12185,class_3
id_12190,class_3
id_12193,class_2
id_12197,class_5
id_12198,class_5
id_12203,class_3
id_12205,class_2
id_12210,class_3
id_12212,class_5
id_12216,class_3
id_12217,class_3
id_12218,class_3
id_12219,class_3
id_1222,class_3
id_12220,class_7
id_12225,class_3
id_12229,class_3
id_12230,class_3
id_12231,class_7
id_12233,class_5
id_12242,class_3
id_12244,class_3
id_12246,class_3
id_12247,class_3
id_12249,class_3
id_12250,class_5
id_12251,class_3
id_12253,class_5
id_12254,class_7
id_12255,class_7
id_12256,class_3
id_12258,class_6
id_12260,class_3
id_12261,class_3
id_12263,class_3
id_12266,class_3
id_12267,class_3
id_12268,class_7
id_1227,class_7
id_12271,class_3
id_12273,class_7
id_12276,class_5
id_12277,class_3
id_1228,class_3
id_12280,class_3
id_12281,class_7
id_12285,class_3
id_12289,class_3
id_12290,class_3
id_12291,class_4
id_12293,class_6
id_12294,class_4
id_12297,class_5
id_12298,class_3
id_12299,class_3
id_12302,class_12
id_12303,class_3
id_12304,class_3
id_12306,class_3
id_12308,class_3
id_12311,class_7
id_12314,class_7
id_12316,class_7
id_12317,class_3
id_12318,class_5
id_12319,class_3
id_12322,class_3
id_12323,class_3
id_12328,class_3
id_12333,class_3
id_12334,class_3
id_12335,class_3
id_12336,class_3
id_1234,class_7
id_12340,class_3
id_12344,class_3
id_12345,class_7
id_12346,class_5
id_1235,class_7
id_12353,class_3
id_12355,class_3
id_12358,class_3
id_12359,class_3
id_1236,class_7
id_12360,class_7
id_12364,class_3
id_12366,class_7
id_12371,class_7
id_12374,class_3
id_12375,class_3
id_12376,class_3
id_12377,class_3
id_12378,class_3
id_12382,class_7
id_12384,class_3
id_12387,class_7
id_12391,class_3
id_12392,class_3
id_12393,class_3
id_12395,class_3
id_12398,class_3
id_12399,class_7
id_12403,class_3
id_12404,class_3
id_12406,class_3
id_12409,class_3
id_1241,class_2
id_12410,class_7
id_12414,class_3
id_12416,class_3
id_12419,class_6
id_12429,class_3
id_1243,class_5
id_12432,class_3
id_12433,class_5
id_12439,class_7
id_1244,class_3
id_12441,class_5
id_12442,class_3
id_12443,class_3
id_12444,class_3
id_12447,class_3
id_1245,class_3
id_12452,class_5
id_12453,class_4
id_12454,class_3
id_12459,class_3
id_12460,class_3
id_12464,class_3
id_12468,class_3
id_1247,class_3
id_12471,class_7
id_12473,class_7
id_12478,class_3
id_12479,class_3
id_1248,class_3
id_12482,class_3
id_12484,class_7
id_12487,class_7
id_12488,class_7
id_1249,class_7
id_12490,class_6
id_12493,class_12
id_12494,class_3
id_12495,class_3
id_12497,class_3
id_12499,class_3
id_125,class_3
id_12500,class_3
id_12502,class_3
id_12503,class_3
id_12506,class_3
id_12508,class_7
id_12509,class_3
id_12511,class_3
id_12516,class_3
id_12520,class_7
id_12521,class_7
id_12523,class_5
id_12524,class_3
id_12526,class_3
id_12528,class_3
id_12529,class_7
id_12532,class_3
id_12533,class_4
id_12535,class_3
id_12536,class_3
id_12538,class_3
id_12539,class_7
id_12541,class_4
id_12544,class_3
id_12547,class_3
id_12548,class_4
id_12549,class_7
id_12555,class_5
id_12556,class_7
id_12557,class_3
id_12561,class_7
id_12562,class_7
id_12566,class_3
id_12568,class_3
id_1257,class_3
id_12570,class_5
id_12571,class_7
id_12572,class_3
id_12573,class_3
id_12575,class_3
id_12576,class_3
id_12577,class_3
id_12579,class_5
id_12581,class_3
id_12584,class_3
id_12586,class_3
id_12587,class_7
id_12590,class_2
id_12591,class_5
id_12594,class_3
id_12595,class_3
id_12597,class_3
id_126,class_3
id_12602,class_4
id_12604,class_3
id_12605,class_5
id_1261,class_3
id_12610,class_7
id_12614,class_6
id_12615,class_7
id_1262,class_3
id_12620,class_3
id_12624,class_3
id_12625,class_12
id_12626,class_3
id_12630,class_5
id_12631,class_3
id_12633,class_3
id_12635,class_7
id_12638,class_3
id_12639,class_3
id_12644,class_3
id_12645,class_3
id_12646,class_3
id_12652,class_3
id_12654,class_7
id_12656,class_3
id_12657,class_3
id_12659,class_7
id_12661,class_7
id_12663,class_3
id_12665,class_3
id_12670,class_3
id_12671,class_3
id_12675,class_3
id_12676,class_7
id_12677,class_7
id_12679,class_6
id_12680,class_3
id_12681,class_6
id_12684,class_6
id_12685,class_7
id_12686,class_5
id_12687,class_7
id_12688,class_3
id_1269,class_12
id_12691,class_3
id_12695,class_3
id_12697,class_7
id_12699,class_3
id_12700,class_3
id_12703,class_12
id_12708,class_3
id_1271,class_3
id_12714,class_3
id_12715,class_3
id_12716,class_3
id_12730,class_3
id_12731,class_7
id_12732,class_3
id_12733,class_3
id_12734,class_3
id_12735,class_7
id_12738,class_3
id_12742,class_3
id_12745,class_3
id_12746,class_7
id_1275,class_7
id_12750,class_3
id_12752,class_3
id_12753,class_7
id_1276,class_6
id_12760,class_3
id_12766,class_5
id_12768,class_3
id_12771,class_3
id_12775,class_7
id_12776,class_3
id_12777,class_3
id_12778,class_3
id_12782,class_3
id_12784,class_3
id_12786,class_3
id_12788,class_3
id_12791,class_3
id_12792,class_3
id_12793,class_4
id_12795,class_6
id_12799,class_3
id_128,class_5
id_1280,class_3
id_12800,class_3
id_12801,class_2
id_12802,class_3
id_12806,class_3
id_12808,class_3
id_12811,class_3
id_12815,class_3
id_12816,class_3
id_12817,class_3
id_12819,class_3
id_12821,class_3
id_12826,class_3
id_12834,class_3
id_12835,class_3
id_12838,class_3
id_1284,class_7
id_12840,class_3
id_12842,class_3
id_12846,class_3
id_12848,class_3
id_12850,class_3
id_12852,class_3
id_12853,class_6
id_12854,class_3
id_12857,class_3
id_12858,class_3
id_12859,class_6
id_1286,class_7
id_12861,class_7
id_12864,class_3
id_12866,class_3
id_12867,class_3
id_12868,class_7
id_12869,class_5
id_12870,class_3
id_12873,class_3
id_12875,class_6
id_12877,class_3
id_12878,class_7
id_12879,class_3
id_12882,class_7
id_12883,class_3
id_12884,class_3
id_12889,class_3
id_1289,class_4
id_129,class_3
id_12900,class_3
id_12901,class_5
id_12904,class_3
id_12905,class_5
id_12906,class_3
id_12907,class_6
id_12908,class_3
id_12912,class_3
id_12913,class_7
id_12917,class_3
id_12919,class_3
id_1292,class_3
id_12921,class_3
id_12924,class_6
id_12926,class_3
id_12930,class_3
id_12932,class_7
id_12933,class_3
id_12934,class_5
id_12936,class_6
id_1294,class_7
id_12940,class_3
id_12944,class_7
id_12947,class_3
id_1295,class_3
id_12951,class_3
id_12952,class_3
id_12956,class_7
id_12966,class_3
id_12970,class_7
id_12974,class_5
id_12979,class_3
id_1298,class_3
id_12980,class_7
id_12985,class_3
id_12986,class_3
id_12988,class_3
id_12990,class_3
id_12991,class_5
id_12992,class_7
id_12993,class_5
id_12994,class_7
id_12997,class_3
id_130,class_5
id_13000,class_3
id_13001,class_3
id_13004,class_3
id_13005,class_7
id_13006,class_3
id_13010,class_3
id_13012,class_7
id_1302,class_3
id_13022,class_7
id_13023,class_3
id_13024,class_3
id_13027,class_7
id_13028,class_3
id_13029,class_3
id_13031,class_3
id_13032,class_3
id_13033,class_5
id_13034,class_7
id_13036,class_7
id_13038,class_3
id_13042,class_3
id_13047,class_3
id_13055,class_3
id_13057,class_3
id_13059,class_3
id_1306,class_5
id_13062,class_3
id_13063,class_3
id_13065,class_3
id_13066,class_7
id_13069,class_3
id_13070,class_5
id_13071,class_3
id_13072,class_7
id_13073,class_3
id_13075,class_3
id_13076,class_7
id_13080,class_7
id_13083,class_3
id_13090,class_3
id_13092,class_7
id_13097,class_3
id_13098,class_7
id_13099,class_3
id_13102,class_7
id_13104,class_3
id_13105,class_3
id_13106,class_3
id_13107,class_3
id_1311,class_3
id_13111,class_7
id_13116,class_3
id_13117,class_3
id_1312,class_3
id_13120,class_3
id_13122,class_3
id_13124,class_7
id_13125,class_7
id_1313,class_3
id_13130,class_3
id_13132,class_3
id_13134,class_3
id_1314,class_3
id_13141,class_3
id_13142,class_3
id_13144,class_4
id_13145,class_5
id_13147,class_3
id_13149,class_3
id_13150,class_3
id_13151,class_7
id_13152,class_3
id_13154,class_3
id_13155,class_3
id_13161,class_3
id_1317,class_7
id_13171,class_6
id_13174,class_5
id_13175,class_7
id_13176,class_7
id_13178,class_7
id_13183,class_3
id_13184,class_6
id_13185,class_3
id_13188,class_3
id_13189,class_3
id_13193,class_3
id_13198,class_3
id_132,class_3
id_13202,class_6
id_13204,class_3
id_13207,class_3
id_1321,class_7
id_13218,class_3
id_13219,class_3
id_13221,class_3
id_13224,class_5
id_1323,class_7
id_13230,class_3
id_13231,class_3
id_13232,class_5
id_13236,class_3
id_13238,class_3
id_13241,class_3
id_13242,class_7
id_13253,class_7
id_13254,class_3
id_13260,class_3
id_13264,class_3
id_13265,class_6
id_13266,class_3
id_1327,class_3
id_13270,class_3
id_13271,class_5
id_13272,class_7
id_13273,class_3
id_13274,class_7
id_13275,class_3
id_13276,class_3
id_13277,class_3
id_1328,class_7
id_13285,class_7
id_13286,class_7
id_13287,class_5
id_1329,class_3
id_13290,class_7
id_13292,class_3
id_13297,class_3
id_133,class_3
id_13302,class_3
id_13303,class_5
id_13306,class_5
id_13307,class_3
id_13308,class_7
id_1331,class_5
id_13314,class_3
id_13316,class_3
id_13318,class_3
id_13320,class_3
id_13321,class_3
id_13324,class_5
id_13325,class_3
id_13326,class_7
id_13328,class_5
id_13330,class_3
id_13332,class_7
id_13333,class_3
id_13337,class_3
id_13338,class_3
id_13340,class_7
id_13343,class_7
id_13345,class_3
id_13346,class_3
id_13349,class_4
id_1335,class_7
id_13352,class_7
id_13355,class_3
id_13357,class_7
id_13358,class_3
id_13361,class_5
id_13362,class_5
id_13363,class_3
id_13366,class_7
id_13367,class_3
id_13368,class_3
id_13369,class_7
id_13370,class_4
id_13371,class_3
id_13374,class_3
id_13375,class_3
id_13378,class_3
id_13380,class_7
id_13385,class_3
id_13387,class_3
id_13389,class_3
id_13392,class_3
id_13393,class_3
id_13394,class_7
id_13395,class_3
id_13397,class_3
id_13399,class_5
id_134,class_6
id_13400,class_7
id_13401,class_7
id_13404,class_3
id_13407,class_5
id_13409,class_3
id_13413,class_3
id_13414,class_3
id_13417,class_2
id_13418,class_3
id_13420,class_3
id_13425,class_3
id_13426,class_3
id_13427,class_3
id_13428,class_7
